Date,Calories (kcal),Distance (m),Low latitude (deg),Low longitude (deg),High latitude (deg),High longitude (deg),Average speed (m/s),Max speed (m/s),Min speed (m/s),Step count,Average weight (kg),Max weight (kg),Min weight (kg),Biking duration (ms),Inactive duration (ms),Walking duration (ms),Calisthenics duration (ms),Hiking duration (ms),Sleep duration (ms)
2018-07-13,1245.6584873751635,2136.52385019511,12.934122085571289,77.61514282226562,12.935223579406738,77.61638641357422,0.5259451456430421,3.6600000858306885,0.009631660766899586,4507,,,,,82151983,3714303,,,
2018-07-14,1436.2232229277965,7588.465384382755,12.9331987,77.6135638,12.9367668,77.6244058,0.5140811751489913,3.0299999713897705,0.0,11285,,,,,75402211,10550678,,,
2018-07-15,1444.0700841183786,5794.916923262179,12.8049389,77.6079912,12.9362796,77.7000381,0.9524773617606664,19.959999084472656,0.021542105823755264,8068,,,,,67813826,10840997,,,
2018-07-16,1266.7088714158185,1988.0733534693718,12.9337894,77.6151456,12.9353422,77.6165278,0.5528905955768441,1.5,0.24338257312774658,4480,,,,,81547542,4470407,,,
2018-07-17,1318.7516797382698,2253.9647804079796,12.9340762,77.6142586,12.9353201,77.6166483,0.7961083027497498,1.5297430753707886,0.12539790570735931,5242,,,,,78949927,6339717,,,
2018-07-18,1369.9966315669678,5772.889853638575,12.9283602,77.5996876,12.9434471,77.6260869,0.6108971041292699,6.78000020980835,0.02081647515296936,8880,,,,,74131946,8180373,,,
2018-07-19,1289.4808350247272,2869.4434889554977,12.9319007,77.6086092,12.9361161,77.616254,0.8223616945933421,7.309999942779541,0.008588140830397606,4519,,,,,79310822,5288347,,,
2018-07-20,1259.988108521339,2441.65447473526,12.9332541,77.6083173,12.9400061,77.6166438,0.7868392198355768,9.75,0.00564695755019784,3311,,,,1410660,80174932,2708843,,,
2018-07-21,1319.6021640336262,4966.4124056417495,12.9242633,77.6086092,12.9364877,77.6130491,0.7289531326377577,4.575206279754639,0.0,5929,,,,,78678948,6367117,,,
2018-07-22,1405.7303575941032,7289.419488072395,12.9317452,77.608561,12.9363689,77.6172193,0.9713997336729457,10.609999656677246,0.018263397738337517,8684,,,,,73892727,9433332,,,
2018-07-23,1261.0863014493202,2106.906677177176,12.9328433,77.6085937,12.9366372,77.6193468,0.5683669448000218,8.649999618530273,0.0,4055,,,,,78374704,4267819,,,
2018-07-24,1295.7432257000498,3592.483678340912,12.93292101,77.608511,12.9360682,77.6162326,0.9691053458159078,5.309999942779541,0.0,5514,,,,,79400942,5513286,,,
2018-07-25,115.98161951322669,3225.966442257166,12.9328928,77.6085647,12.9361809,77.6162326,0.7180166554878935,7.429999828338623,0.13745242357254028,4836,,,,,71266677,3499178,,,
2018-07-26,,2971.062825202942,12.9275752,77.6085647,12.936219449969922,77.6361177,1.2098887708451547,11.029999732971191,0.5,3932,,,,,78611840,4811818,,,
2018-07-27,,2341.3362498879433,12.9329836,77.6085647,12.9363777,77.6229184,1.0330267486640925,7.610000133514404,0.5,5466,,,,,63291166,6913328,,,
2018-07-28,1380.5171147623594,6985.703616060317,12.9349315,77.5917278,13.0265098,77.6137907,1.6718799016164718,12.789999961853027,0.16990871727466583,9627,,,,548295,71122342,9614405,,,
2018-07-29,1302.2427983848506,2300.10986661911,12.8488931,77.5126544,13.0302733,77.6088623,2.0710450930536073,15.789999961853027,0.11170399188995361,5043,,,,,71358075,6136325,,,
2018-07-30,1236.2736936334566,2583.5610194969922,12.932756,77.6085647,12.9362358,77.6162326,0.4873601730694903,3.1298131942749023,0.025035027414560318,6581,,,,,77311261,3377214,,,
2018-07-31,1252.638045539317,4925.500054657459,12.9328909,77.6061602,12.9362494,77.6162381,0.7509798815467019,3.815023899078369,0.0511699877679348,8723,,,,,77218992,5689583,,,
2018-08-01,1414.1133485671185,5597.510528445244,12.9194503,77.58744389,12.93996049,77.6198988,0.7147392238386224,9.760000228881836,0.0501427985727787,10439,,,,,74021408,9764990,,,
2018-08-02,1472.964925346177,10798.787133425474,12.91650858,77.5874937,12.94268,77.61709837,1.03208792582806,10.4399995803833,0.016561025753617287,13067,,,,773348,69479265,11045485,,,
2018-08-03,1338.8997284624204,8873.939078778028,12.9193806,73.8588284,18.447237,77.64166670922438,1.805196164308174,23.720521926879883,0.03673422709107399,3427,,,,1916382,23509883,4998271,,,
2018-08-04,1249.889330278329,1338.760517835617,18.4485257,73.8510021,18.5949456,73.9938396,1.015191165467664,21.43000030517578,0.08773063868284225,2729,,,,,67226515,3866271,,,
2018-08-05,1263.135680472222,3088.3279957436025,18.472073,73.88541532,18.5974897,73.966015,1.4858532566084395,16.1200008392334,0.01613604836165905,3363,,,,,73787177,4328357,,,
2018-08-06,1248.869511901081,2181.322850704193,18.4628262,73.9040723,18.5202418,73.9466899,1.4943111941114173,10.4399995803833,0.27889126539230347,3245,,,,,78110535,3795751,,,
2018-08-07,972.7734407602288,1770.693388171494,18.51281006,72.6181924,23.0719381,88.439888,0.7178468485720518,13.550000190734863,0.14713406562805176,3586,40.0,40.0,40.0,,67241243,4083873,,,
2018-08-08,1225.4421652414967,843.4352546930313,22.55418042,88.37552239,22.5548541,88.3761937,0.712454171508587,3.7728753089904785,0.042630668729543686,1440,,,,,82903350,2500214,,,
2018-08-09,1317.5696401803332,1996.0241068452597,22.5544172,88.3758303,22.5547291,88.3762127,0.5518647841780074,3.139220714569092,0.0,4514,,,,,79552838,5690840,,,
2018-08-10,1144.6584080227033,590.5327715873718,22.554294,88.3756967,22.5547277,88.3761937,0.572152409989332,1.7346605062484741,0.12798091769218445,983,,,,,83350638,3049362,,,
2018-08-11,1023.093534367358,2983.7651777267456,22.5132326,88.3702858,22.5592092,88.403189,0.5840525145332071,9.680000305175781,0.19267861545085907,5765,,,,,72487000,9555992,,,
2018-08-12,1373.2706879710888,4929.8735260516405,22.5405101,88.3441515,22.5967483,88.3768744,0.5734392250568766,4.287175178527832,0.19021821022033691,7339,,,,,73894360,7619918,,,
2018-08-13,1349.900430473822,3999.186085846275,22.5322539,88.3553897,22.5619133,88.3873206,0.748272622376278,14.699999809265137,0.04040839895606041,5281,,,,,72900981,6953985,,,
2018-08-14,1432.7283515494958,9085.303845312446,22.5014487,88.3608482,22.5557346,88.3761871,0.7761874207530363,11.610419273376465,0.049036797136068344,5566,,,,1866525,74008350,7668925,,,
2018-08-15,1274.4263301667997,878.515983402729,22.5543859,88.3758353,22.5546999,88.3762099,0.3595307982992637,1.395237922668457,0.09413094073534012,2550,,,,,82063633,4196668,,,
2018-08-16,417.7916849980906,,22.5544208,88.3758377,22.5546999,88.3761736,,,,205,,,,,31300414,,,,
2019-06-04,949.6809395167825,,,,,,,,,,,,,,,,,,
2019-06-05,1153.25,,,,,,,,,,,,,,,,,,
2019-06-06,1192.6455666095535,,,,,,,,,,43.09000015258789,43.09000015258789,43.09000015258789,,,,553933,,
2019-06-07,1200.9388498118446,,,,,,,,,,,,,,,,595610,,
2019-06-08,1199.5107085957593,,,,,,,,,,,,,,,,544948,,
2019-06-09,350.4375394394486,,,,,,,,,,43.09127426147461,43.09127426147461,43.09127426147461,,,,319446,,
2019-06-13,315.4185708600475,,,,,,,,,,,,,,,,,,
2019-06-14,1184.1627197265625,,,,,,,,,,,,,,,,,,
2019-06-15,868.7441488665149,,,,,,,,,,43.09127426147461,43.09127426147461,43.09127426147461,,,,,,
2019-07-13,696.9047578178853,,,,,,,,,,,,,,,,,,
2019-07-14,1184.1626174045637,,,,,,,,,,,,,,,,,,
2019-07-15,1363.992712884849,4889.637099981308,42.3369082,-71.1196201,42.3467562,-71.1069363,0.9699930548538663,2.75,0.04855583980679512,7998,,,,,45692077,5665679,,,
2019-07-16,1413.1284280946882,5917.096964120865,42.3374405,-71.1297554,42.3506953,-71.1069698,0.9359326215499577,7.300000190734863,0.05223271623253822,10537,,,,,73742252,7156816,,,
2019-07-17,1287.6586153125816,2767.1080169677734,42.3390253,-71.1196515,42.346871,-71.1080199,0.6753684612718583,3.4000000953674316,0.15814441442489624,4366,,,,,82877453,3250224,,,
2019-07-18,1308.1280389567323,3488.7440683841705,42.3389918,-71.1372148,42.3633128,-71.1079456,1.3968083099810114,12.460000038146973,0.17298831045627594,5696,,,,,78322539,3881616,,,
2019-07-19,1411.8965638965628,4756.938284397125,42.2023931,-71.140395,42.3495157,-71.0944763,2.513496862973357,29.860000610351562,0.5,10667,,,,,70464579,562867,,7234559,
2019-07-20,1234.8740260748887,1665.627200603485,42.3400038,-71.120652,42.3470734,-71.1185691,1.8633063092967082,4.010000228881836,0.2815583050251007,2856,,,,,82549342,1595720,,,
2019-07-21,1387.8914276385312,4265.84258851409,42.3466622,-71.1194557,42.3611613,-71.0496945,1.149161278090085,10.279999732971191,0.2785758078098297,8764,,,,,72939131,6822540,,,
2019-07-22,1266.1741145625772,2822.815964668989,42.3384965,-71.1195266,42.3467781,-71.1079348,1.222073988498831,2.509999990463257,0.2726013958454132,4196,,,,,83307704,2525674,,,
2019-07-23,1314.6080216245123,3880.8789246082306,42.3384746,-71.1195569,42.3467869,-71.1079108,0.670366073630095,1.710352897644043,0.07996702194213867,7790,,,,,81161532,4102695,,,
2019-07-24,1314.4338818737401,4033.6925727128983,42.3390693,-71.1192772,42.3467491,-71.1079789,0.8180991642665384,1.6945818662643433,0.2815582752227783,6861,,,,,80473196,4099205,,,
2019-07-25,1261.5347247311317,2536.70638859272,42.3390354,-71.1193793,42.3469005,-71.1079946,1.2182982102273283,3.859999895095825,0.2668799161911011,4087,,,,,83555554,2434641,,,
2019-07-26,1381.0772928148713,6845.112004041672,42.3439228,-71.1194321,42.3589387,-71.0821971,1.440346182158516,10.859999656677246,0.1965368688106537,10342,,,,,79157734,6174474,,,
2019-07-27,1184.1626983145966,,42.3467224,-71.1193295,42.3467752,-71.1192112,0.780000001192093,0.9200000166893005,0.6399999856948853,131,,,,,86321883,,,,
2019-07-28,1298.6692789595018,3022.7567671239376,42.3442261,-71.1195838,42.4134816,-70.9899106,1.2760134939813044,16.3700008392334,0.14745208621025085,5136,,,,,75783971,3598126,,,
2019-07-29,1284.546098540068,2793.9804644584656,42.3389955,-71.1202981,42.347238,-71.1078293,1.1471441766351478,3.4000000953674316,0.2541612386703491,4727,,,,,82594350,3158736,,,
2019-07-30,1306.098989116619,3583.40285718441,42.3388849,-71.1203022,42.3467428,-71.107621,0.92164331343536,27.079999923706055,0.27007991075515747,5805,,,,481180,81933892,3315047,,,
2019-07-31,1278.2155084083897,3045.61811375618,42.3374528,-71.1195356,42.3467857,-71.1073989,0.7887393483656504,1.7343015670776367,0.2535473704338074,4567,,,,,82355376,2962589,,,
2019-08-01,1252.6138981098802,2212.6043204069138,42.3390654,-71.1192904,42.3468115,-71.1082975,1.2123717419973576,2.3395447731018066,0.28194278478622437,4095,,,,,80464762,2153934,,,
2019-08-02,1265.5469344229216,2834.1032865047455,42.3389761,-71.1195223,42.346857,-71.107915,0.7065772555479503,1.704929232597351,0.2775607407093048,4494,,,,,81113173,2560893,,,
2019-08-03,1225.2069431665168,1221.857256412506,42.3466312,-71.1196454,42.3468247,-71.1191049,0.8934455696706957,1.6667813062667847,0.29249224066734314,2307,,,,,84437293,1291122,,,
2019-08-04,1232.3563928206115,1229.992646932602,42.3463336,-71.1195696,42.3469893,-71.1188032,1.7198535975603018,2.609999895095825,0.2815582752227783,2254,,,,,80294973,1514301,,,
2019-08-05,1321.7603800037061,4361.93936920166,42.3352842,-71.119315,42.3467687,-71.1034181,1.8259913287945224,4.650000095367432,0.1637224704027176,6393,,,,,60165295,4303589,,,21000000
2019-08-06,1327.6493510896842,4033.3975445479155,42.3351553,-71.1195266,42.346847,-71.1029343,1.155481090329711,3.97479248046875,0.2984238266944885,6552,,,,,57846374,4483906,,,19800000
2019-08-07,1299.9702226213565,3571.9975578188896,42.3390777,-71.120715,42.3470083,-71.1083426,1.1088226395966982,1.5728840827941895,0.2862611711025238,5937,,,,,57835751,3644080,,,23100000
2019-08-08,1286.8735315261122,2758.3324863910675,42.3390257,-71.1193427,42.3467922,-71.1080424,0.8157512111569291,1.6377133131027222,0.3272993564605713,4387,,,,,60101718,3231972,,,22800000
2019-08-09,1294.046412628916,2894.442265331745,42.3375872,-71.1196117,42.3467931,-71.1071068,0.8269220666290074,4.119999885559082,0.26278775930404663,5139,,,,,63350949,3457677,,,18900000
2019-08-10,1378.055646916938,6236.650929063559,42.3411748,-71.133457,42.3567909,-71.0588791,1.3090521876966854,5.789999961853027,0.014189005829393864,10090,,,,,73805886,6058115,,,
2019-08-11,1325.9265033215258,6315.348214268684,42.3464397,-71.1194163,42.365247,-71.1014286,1.3703238857307931,3.630000114440918,0.34633171558380127,7811,,,,,80971466,4321733,,,
2019-08-12,1278.473833957273,3136.2185208797455,42.3462563,-71.119646,42.3467959,-71.1191762,0.7986318042007803,1.6524953842163086,0.3440130650997162,5207,,,,,82654047,2967658,,,
2019-08-13,1476.5568060217881,7139.12948051095,42.3386739,-71.1271489,42.3755027,-71.1020329,1.8814250975908844,12.680000305175781,0.06417442113161087,12404,,,,,74273830,9164713,,,
2019-08-14,1321.4617576193582,3992.2668639421463,42.3383475,-71.1305853,42.3620768,-71.1070453,0.8575601755108884,11.619999885559082,0.2815582752227783,6498,,,,,80042870,4317938,,,
2019-08-15,1374.0530546949233,5737.95641374588,42.3382355,-71.1202766,42.3575734,-71.0464009,0.9831886008672925,4.440000057220459,0.23336061835289001,8905,,,,,74831531,5663857,,,
2019-08-16,1263.4337733378964,2654.5136320590973,42.3388443,-71.1195464,42.3469132,-71.1076468,0.72607423811901,1.9001981019973755,0.39257487654685974,3953,,,,,82846990,2488182,,,
2019-08-17,1385.7688506678226,5501.753504892811,42.3420764,-71.1216754,42.374684,-71.030345,1.5376923713380675,11.300000190734863,0.28091007471084595,9146,,,,,71877782,6281017,,,
2019-08-18,1375.9628257269026,5412.0509424209595,42.3428064,-71.1195563,42.3562221,-71.0596959,0.8374884108114459,3.0,0.17449124157428741,9697,,,,,74112179,5945912,,,
2019-08-19,1297.1424130698044,3542.9401228427887,42.3389618,-71.119679,42.3468657,-71.1078504,0.9928517904057684,1.8300000429153442,0.173906609416008,5842,,,,,82354281,3555098,,,
2019-08-20,1298.1697973651694,3500.2817845344543,42.3389967,-71.119702,42.3468807,-71.1080205,0.7209404892952676,1.7260363101959229,0.276549756526947,6451,,,,,80113387,3587428,,,
2019-08-21,1270.666139803864,2767.3458205014467,42.3388368,-71.1195371,42.3467958,-71.1076303,1.2287620099505574,6.159999847412109,0.2552659213542938,4576,,,,,81454922,2711431,,,
2019-08-22,1290.0856381048602,3122.4673829078674,42.3374609,-71.1195965,42.3469112,-71.107747,1.3070751201957853,2.5935559272766113,0.0,5178,,,,,82424212,3327043,,,
2019-08-23,1364.182504084096,5413.212303459644,42.3374795,-71.1195751,42.354925,-71.0424989,0.7609048566898825,3.6711456775665283,0.07798922806978226,8660,,,,,76424969,5664626,,,
2019-08-24,1422.844653315401,7312.706738591194,41.4689148,-71.4129115,42.3523627,-71.0547118,2.2478393594162727,34.529998779296875,0.09104005247354507,13309,,,,,54757365,7410999,,,
2019-08-25,1184.1627465619354,,42.3465923,-71.1193463,42.346819,-71.1191598,1.2089496886912445,2.0,0.5099999904632568,142,,,,,85894491,,,,
2019-08-26,1346.6134914978795,4680.433665156364,42.3387635,-71.1196452,42.3467607,-71.1023083,0.9363850465097727,2.4200000762939453,0.25193989276885986,7587,,,,,78767584,5104752,,,
2019-08-27,1385.9219820675287,6354.1498166918755,42.3316276,-71.1306057,42.3620664,-71.1072188,1.0881386488939186,6.630000114440918,0.2815583050251007,9583,,,,,76739430,6306777,,,
2019-08-28,1312.2426355894638,3461.1767489910126,42.33849,-71.119403,42.3467706,-71.1075299,0.8620750663133059,1.6041394472122192,0.24430221319198608,5638,,,,,81859608,4030252,,,
2019-08-29,1491.5120384475188,9414.000348985195,42.3384048,-71.1287513,42.3745818,-71.0861342,1.1589584808461701,17.690000534057617,0.1333867609500885,13974,,,,,72246858,9567176,,,
2019-08-30,1446.1740801003684,5959.571360886097,42.3392048,-71.1205808,42.3764253,-71.0499751,2.669723354711355,16.270000457763672,0.15720587968826294,11241,,,,,70564270,8221131,,,
2019-08-31,1384.8373950621876,6398.996852993965,42.3449233,-71.1327134,42.3623016,-71.0650668,0.7892642562933241,8.140000343322754,0.16505147516727448,12601,,,,,71868512,6298444,,,
2019-09-01,1389.1269206735526,4481.650199383497,42.346701,-71.130561,42.376394,-71.0728131,0.8255261481855389,10.930000305175781,0.2160179615020752,9320,,,,,72063430,6443140,,,
2019-09-02,1383.664325593865,3911.2017045617104,42.3455222,-71.1309928,42.3636857,-71.0743495,1.2777144102278364,11.1899995803833,0.14586679637432098,8691,,,,,70063568,6257728,,,
2019-09-03,1301.1343454672285,2540.0380720458925,42.3318853,-71.1307086,42.3654263,-71.100207,1.0349479907589207,14.350000381469727,0.065890833735466,4462,,,,,77715466,3680714,,,
2019-09-04,1233.080843806793,1335.02930444479,42.3311639,-71.1306376,42.3649044,-71.1019175,1.8250983821202296,14.739999771118164,0.1510099619626999,2620,,,,,75453732,1511552,,,
2019-09-05,1274.6550141534328,2325.5101342201233,42.331646,-71.1352653,42.3647671,-71.1014387,1.1253372399117116,9.8100004196167,0.13477620482444763,4505,,,,,76572571,2820398,,,
2019-09-06,1238.2300723596795,1547.2654252052307,42.3317819,-71.1311358,42.3650359,-71.1020783,0.8457311961050554,9.460000038146973,0.21373049914836884,2950,,,,,80417191,1682602,,,
2019-09-07,1289.8784968483349,3616.852776646614,42.3397284,-71.1421668,42.3637345,-71.1301955,1.1452336403493657,14.079999923706055,0.4459604024887085,5989,,,,,81602147,3326527,,,
2019-09-08,1184.1626592217956,,42.3620641,-71.1306621,42.3623046,-71.1304795,3.8179689282485034,6.460000038146973,0.5,79,,,,,86150508,,,,
2019-09-09,1258.1343802775766,2013.406128630042,42.3312174,-71.1376359,42.3627381,-71.1046722,1.0894972900075164,11.390000343322754,0.24412570893764496,3108,,,,,79428773,2246404,,,
2019-09-10,1323.4016186988692,2707.602832853794,42.3317896,-71.1336804,42.3622975,-71.0864853,0.9385508082484756,10.930000305175781,0.25746554136276245,4837,,,,,74876284,4362476,,,
2019-09-11,1226.6231039484526,1461.4309220910072,42.3386822,-71.1306251,42.3681729,-71.0958379,8.251476188184519,22.739999771118164,0.33306685090065,2132,,,,,68281927,1299649,,,
2019-09-12,1265.8875916877232,1200.653344154358,42.3319413,-71.1307951,42.3662189,-71.1029993,1.4120071135395045,11.010000228881836,0.15475083887577057,2797,,,,,77797620,2571613,,,
2019-09-13,1149.2108100790738,1145.9436824321747,42.3329129,-71.1367251,42.3623202,-71.0952738,0.9785717408373718,14.84000015258789,0.3326336741447449,2826,,,,,71073841,1736031,,,
